code;name;agegroup;population_total;population_m;population_f
09171;      Altötting (Lkr);44 bis unter 45;1306;655;651
09171;      Altötting (Lkr);45 bis unter 46;1323;664;659
09171;      Altötting (Lkr);46 bis unter 47;1444;737;707
09171;      Altötting (Lkr);47 bis unter 48;1535;798;737
09171;      Altötting (Lkr);48 bis unter 49;1585;806;779
09171;      Altötting (Lkr);49 bis unter 50;1709;877;832
09171;      Altötting (Lkr);50 bis unter 51;1808;952;856
09171;      Altötting (Lkr);51 bis unter 52;1889;962;927
09171;      Altötting (Lkr);52 bis unter 53;1851;901;950
09171;      Altötting (Lkr);53 bis unter 54;1823;933;890
09171;      Altötting (Lkr);54 bis unter 55;1904;929;975
09171;      Altötting (Lkr);55 bis unter 56;1941;975;966
09171;      Altötting (Lkr);56 bis unter 57;1855;942;913
09171;      Altötting (Lkr);57 bis unter 58;1834;951;883
09171;      Altötting (Lkr);58 bis unter 59;1802;904;898
09171;      Altötting (Lkr);59 bis unter 60;1689;834;855
09171;      Altötting (Lkr);60 bis unter 61;1693;826;867
09171;      Altötting (Lkr);61 bis unter 62;1550;782;768
09171;      Altötting (Lkr);62 bis unter 63;1454;724;730
09171;      Altötting (Lkr);63 bis unter 64;1450;666;784
09171;      Altötting (Lkr);64 bis unter 65;1423;671;752
09171;      Altötting (Lkr);65 bis unter 66;1318;643;675
09171;      Altötting (Lkr);66 bis unter 67;1299;641;658
09171;      Altötting (Lkr);67 bis unter 68;1289;608;681
09171;      Altötting (Lkr);68 bis unter 69;1321;615;706
09171;      Altötting (Lkr);69 bis unter 70;1217;561;656
09171;      Altötting (Lkr);70 bis unter 71;1139;534;605
09171;      Altötting (Lkr);71 bis unter 72;1120;518;602
09171;      Altötting (Lkr);72 bis unter 73;997;450;547
09171;      Altötting (Lkr);73 bis unter 74;772;338;434
09171;      Altötting (Lkr);74 bis unter 75;951;431;520
09171;      Altötting (Lkr);75 bis unter 76;910;417;493
09171;      Altötting (Lkr);76 bis unter 77;961;424;537
09171;      Altötting (Lkr);77 bis unter 78;1152;527;625
09171;      Altötting (Lkr);78 bis unter 79;1255;561;694
09171;      Altötting (Lkr);79 bis unter 80;1128;479;649
09171;      Altötting (Lkr);80 bis unter 81;1003;422;581
09171;      Altötting (Lkr);81 bis unter 82;915;378;537
09171;      Altötting (Lkr);82 bis unter 83;798;308;490
09171;      Altötting (Lkr);83 bis unter 84;736;295;441
09171;      Altötting (Lkr);84 bis unter 85;630;265;365
09171;      Altötting (Lkr);85 bis unter 90;2151;754;1397
09171;      Altötting (Lkr);90 bis unter 95;914;266;648
09171;      Altötting (Lkr);95 oder älter;222;33;189
09171;      Altötting (Lkr);Insgesamt;111210;54942;56268
09172;      Berchtesgadener Land (Lkr);unter 1;976;492;484
09172;      Berchtesgadener Land (Lkr);1 bis unter 2;1022;501;521
09172;      Berchtesgadener Land (Lkr);2 bis unter 3;940;510;430
09172;      Berchtesgadener Land (Lkr);3 bis unter 4;951;496;455
09172;      Berchtesgadener Land (Lkr);4 bis unter 5;925;479;446
09172;      Berchtesgadener Land (Lkr);5 bis unter 6;863;461;402
09172;      Berchtesgadener Land (Lkr);6 bis unter 7;889;457;432
09172;      Berchtesgadener Land (Lkr);7 bis unter 8;839;415;424
09172;      Berchtesgadener Land (Lkr);8 bis unter 9;861;428;433
09172;      Berchtesgadener Land (Lkr);9 bis unter 10;843;431;412
09172;      Berchtesgadener Land (Lkr);10 bis unter 11;820;417;403
09172;      Berchtesgadener Land (Lkr);11 bis unter 12;927;474;453
09172;      Berchtesgadener Land (Lkr);12 bis unter 13;900;481;419
09172;      Berchtesgadener Land (Lkr);13 bis unter 14;888;471;417
09172;      Berchtesgadener Land (Lkr);14 bis unter 15;933;478;455
09172;      Berchtesgadener Land (Lkr);15 bis unter 16;878;450;428
09172;      Berchtesgadener Land (Lkr);16 bis unter 17;923;459;464
09172;      Berchtesgadener Land (Lkr);17 bis unter 18;948;492;456
09172;      Berchtesgadener Land (Lkr);18 bis unter 19;1039;530;509
09172;      Berchtesgadener Land (Lkr);19 bis unter 20;1099;599;500
09172;      Berchtesgadener Land (Lkr);20 bis unter 21;1161;643;518
09172;      Berchtesgadener Land (Lkr);21 bis unter 22;1240;662;578
09172;      Berchtesgadener Land (Lkr);22 bis unter 23;1213;643;570
09172;      Berchtesgadener Land (Lkr);23 bis unter 24;1211;639;572
09172;      Berchtesgadener Land (Lkr);24 bis unter 25;1240;674;566
09172;      Berchtesgadener Land (Lkr);25 bis unter 26;1270;700;570
09172;      Berchtesgadener Land (Lkr);26 bis unter 27;1352;704;648
09172;      Berchtesgadener Land (Lkr);27 bis unter 28;1392;763;629
09172;      Berchtesgadener Land (Lkr);28 bis unter 29;1379;730;649
09172;      Berchtesgadener Land (Lkr);29 bis unter 30;1330;705;625
09172;      Berchtesgadener Land (Lkr);30 bis unter 31;1401;738;663
09172;      Berchtesgadener Land (Lkr);31 bis unter 32;1437;752;685
09172;      Berchtesgadener Land (Lkr);32 bis unter 33;1349;730;619
09172;      Berchtesgadener Land (Lkr);33 bis unter 34;1349;664;685
09172;      Berchtesgadener Land (Lkr);34 bis unter 35;1315;695;620
09172;      Berchtesgadener Land (Lkr);35 bis unter 36;1345;696;649
09172;      Berchtesgadener Land (Lkr);36 bis unter 37;1382;720;662
09172;      Berchtesgadener Land (Lkr);37 bis unter 38;1251;643;608
09172;      Berchtesgadener Land (Lkr);38 bis unter 39;1257;645;612
09172;      Berchtesgadener Land (Lkr);39 bis unter 40;1263;640;623
09172;      Berchtesgadener Land (Lkr);40 bis unter 41;1248;600;648
09172;      Berchtesgadener Land (Lkr);41 bis unter 42;1227;633;594
09172;      Berchtesgadener Land (Lkr);42 bis unter 43;1185;582;603
09172;      Berchtesgadener Land (Lkr);43 bis unter 44;1172;556;616
09172;      Berchtesgadener Land (Lkr);44 bis unter 45;1210;627;583
09172;      Berchtesgadener Land (Lkr);45 bis unter 46;1166;595;571
09172;      Berchtesgadener Land (Lkr);46 bis unter 47;1185;588;597
09172;      Berchtesgadener Land (Lkr);47 bis unter 48;1406;707;699
09172;      Berchtesgadener Land (Lkr);48 bis unter 49;1449;697;752
09172;      Berchtesgadener Land (Lkr);49 bis unter 50;1616;826;790
09172;      Berchtesgadener Land (Lkr);50 bis unter 51;1697;862;835
09172;      Berchtesgadener Land (Lkr);51 bis unter 52;1773;913;860
09172;      Berchtesgadener Land (Lkr);52 bis unter 53;1754;898;856
09172;      Berchtesgadener Land (Lkr);53 bis unter 54;1670;816;854
09172;      Berchtesgadener Land (Lkr);54 bis unter 55;1770;883;887
09172;      Berchtesgadener Land (Lkr);55 bis unter 56;1766;846;920
09172;      Berchtesgadener Land (Lkr);56 bis unter 57;1666;808;858
09172;      Berchtesgadener Land (Lkr);57 bis unter 58;1593;775;818
09172;      Berchtesgadener Land (Lkr);58 bis unter 59;1573;781;792
09172;      Berchtesgadener Land (Lkr);59 bis unter 60;1518;749;769
09172;      Berchtesgadener Land (Lkr);60 bis unter 61;1363;687;676
09172;      Berchtesgadener Land (Lkr);61 bis unter 62;1388;658;730
09172;      Berchtesgadener Land (Lkr);62 bis unter 63;1277;639;638
09172;      Berchtesgadener Land (Lkr);63 bis unter 64;1256;591;665
09172;      Berchtesgadener Land (Lkr);64 bis unter 65;1193;587;606
09172;      Berchtesgadener Land (Lkr);65 bis unter 66;1213;546;667
09172;      Berchtesgadener Land (Lkr);66 bis unter 67;1186;519;667
09172;      Berchtesgadener Land (Lkr);67 bis unter 68;1154;559;595
09172;      Berchtesgadener Land (Lkr);68 bis unter 69;1264;584;680
09172;      Berchtesgadener Land (Lkr);69 bis unter 70;1216;556;660
09172;      Berchtesgadener Land (Lkr);70 bis unter 71;1150;541;609
09172;      Berchtesgadener Land (Lkr);71 bis unter 72;1250;572;678
09172;      Berchtesgadener Land (Lkr);72 bis unter 73;1087;475;612
09172;      Berchtesgadener Land (Lkr);73 bis unter 74;875;389;486
09172;      Berchtesgadener Land (Lkr);74 bis unter 75;1108;531;577
09172;      Berchtesgadener Land (Lkr);75 bis unter 76;1112;508;604
09172;      Berchtesgadener Land (Lkr);76 bis unter 77;1082;505;577
09172;      Berchtesgadener Land (Lkr);77 bis unter 78;1274;569;705
09172;      Berchtesgadener Land (Lkr);78 bis unter 79;1296;581;715
09172;      Berchtesgadener Land (Lkr);79 bis unter 80;1228;513;715
09172;      Berchtesgadener Land (Lkr);80 bis unter 81;1073;475;598
09172;      Berchtesgadener Land (Lkr);81 bis unter 82;916;391;525
09172;      Berchtesgadener Land (Lkr);82 bis unter 83;840;347;493
09172;      Berchtesgadener Land (Lkr);83 bis unter 84;746;304;442
09172;      Berchtesgadener Land (Lkr);84 bis unter 85;633;234;399
09172;      Berchtesgadener Land (Lkr);85 bis unter 90;2049;757;1292
09172;      Berchtesgadener Land (Lkr);90 bis unter 95;937;283;654
09172;      Berchtesgadener Land (Lkr);95 oder älter;311;57;254
09172;      Berchtesgadener Land (Lkr);Insgesamt;105722;52007;53715
09173;      Bad Tölz-Wolfratshausen (Lkr);unter 1;1314;651;663
09173;      Bad Tölz-Wolfratshausen (Lkr);1 bis unter 2;1287;648;639
09173;      Bad Tölz-Wolfratshausen (Lkr);2 bis unter 3;1291;680;611
09173;      Bad Tölz-Wolfratshausen (Lkr);3 bis unter 4;1237;626;611
09173;      Bad Tölz-Wolfratshausen (Lkr);4 bis unter 5;1216;608;608
09173;      Bad Tölz-Wolfratshausen (Lkr);5 bis unter 6;1190;660;530
09173;      Bad Tölz-Wolfratshausen (Lkr);6 bis unter 7;1188;624;564
09173;      Bad Tölz-Wolfratshausen (Lkr);7 bis unter 8;1103;554;549
09173;      Bad Tölz-Wolfratshausen (Lkr);8 bis unter 9;1213;653;560
09173;      Bad Tölz-Wolfratshausen (Lkr);9 bis unter 10;1133;588;545
09173;      Bad Tölz-Wolfratshausen (Lkr);10 bis unter 11;1227;650;577
09173;      Bad Tölz-Wolfratshausen (Lkr);11 bis unter 12;1183;589;594
09173;      Bad Tölz-Wolfratshausen (Lkr);12 bis unter 13;1169;611;558
09173;      Bad Tölz-Wolfratshausen (Lkr);13 bis unter 14;1229;658;571
09173;      Bad Tölz-Wolfratshausen (Lkr);14 bis unter 15;1237;617;620
09173;      Bad Tölz-Wolfratshausen (Lkr);15 bis unter 16;1223;607;616
09173;      Bad Tölz-Wolfratshausen (Lkr);16 bis unter 17;1289;652;637
09173;      Bad Tölz-Wolfratshausen (Lkr);17 bis unter 18;1337;689;648
09173;      Bad Tölz-Wolfratshausen (Lkr);18 bis unter 19;1343;687;656
09173;      Bad Tölz-Wolfratshausen (Lkr);19 bis unter 20;1273;684;589
09173;      Bad Tölz-Wolfratshausen (Lkr);20 bis unter 21;1428;770;658
09173;      Bad Tölz-Wolfratshausen (Lkr);21 bis unter 22;1482;785;697
09173;      Bad Tölz-Wolfratshausen (Lkr);22 bis unter 23;1395;767;628
09173;      Bad Tölz-Wolfratshausen (Lkr);23 bis unter 24;1399;727;672
09173;      Bad Tölz-Wolfratshausen (Lkr);24 bis unter 25;1420;747;673
09173;      Bad Tölz-Wolfratshausen (Lkr);25 bis unter 26;1367;728;639
09173;      Bad Tölz-Wolfratshausen (Lkr);26 bis unter 27;1419;793;626
09173;      Bad Tölz-Wolfratshausen (Lkr);27 bis unter 28;1400;731;669
09173;      Bad Tölz-Wolfratshausen (Lkr);28 bis unter 29;1506;807;699
09173;      Bad Tölz-Wolfratshausen (Lkr);29 bis unter 30;1510;762;748
09173;      Bad Tölz-Wolfratshausen (Lkr);30 bis unter 31;1494;756;738
09173;      Bad Tölz-Wolfratshausen (Lkr);31 bis unter 32;1540;810;730
09173;      Bad Tölz-Wolfratshausen (Lkr);32 bis unter 33;1503;763;740
09173;      Bad Tölz-Wolfratshausen (Lkr);33 bis unter 34;1455;722;733
09173;      Bad Tölz-Wolfratshausen (Lkr);34 bis unter 35;1442;700;742
09173;      Bad Tölz-Wolfratshausen (Lkr);35 bis unter 36;1513;759;754
09173;      Bad Tölz-Wolfratshausen (Lkr);36 bis unter 37;1544;779;765
09173;      Bad Tölz-Wolfratshausen (Lkr);37 bis unter 38;1545;758;787
09173;      Bad Tölz-Wolfratshausen (Lkr);38 bis unter 39;1640;791;849
09173;      Bad Tölz-Wolfratshausen (Lkr);39 bis unter 40;1552;778;774
09173;      Bad Tölz-Wolfratshausen (Lkr);40 bis unter 41;1550;780;770
09173;      Bad Tölz-Wolfratshausen (Lkr);41 bis unter 42;1530;744;786
09173;      Bad Tölz-Wolfratshausen (Lkr);42 bis unter 43;1533;761;772
09173;      Bad Tölz-Wolfratshausen (Lkr);43 bis unter 44;1545;768;777
09173;      Bad Tölz-Wolfratshausen (Lkr);44 bis unter 45;1486;736;750
09173;      Bad Tölz-Wolfratshausen (Lkr);45 bis unter 46;1516;748;768
09173;      Bad Tölz-Wolfratshausen (Lkr);46 bis unter 47;1637;775;862
09173;      Bad Tölz-Wolfratshausen (Lkr);47 bis unter 48;1812;877;935
09173;      Bad Tölz-Wolfratshausen (Lkr);48 bis unter 49;1894;928;966
09173;      Bad Tölz-Wolfratshausen (Lkr);49 bis unter 50;2082;1009;1073
09173;      Bad Tölz-Wolfratshausen (Lkr);50 bis unter 51;2142;1061;1081
09173;      Bad Tölz-Wolfratshausen (Lkr);51 bis unter 52;2360;1191;1169
09173;      Bad Tölz-Wolfratshausen (Lkr);52 bis unter 53;2293;1121;1172
09173;      Bad Tölz-Wolfratshausen (Lkr);53 bis unter 54;2280;1174;1106
09173;      Bad Tölz-Wolfratshausen (Lkr);54 bis unter 55;2272;1144;1128
09173;      Bad Tölz-Wolfratshausen (Lkr);55 bis unter 56;2170;1105;1065
09173;      Bad Tölz-Wolfratshausen (Lkr);56 bis unter 57;2037;1002;1035
09173;      Bad Tölz-Wolfratshausen (Lkr);57 bis unter 58;2005;992;1013
09173;      Bad Tölz-Wolfratshausen (Lkr);58 bis unter 59;1936;979;957
09173;      Bad Tölz-Wolfratshausen (Lkr);59 bis unter 60;1892;954;938
09173;      Bad Tölz-Wolfratshausen (Lkr);60 bis unter 61;1755;882;873
09173;      Bad Tölz-Wolfratshausen (Lkr);61 bis unter 62;1682;824;858
09173;      Bad Tölz-Wolfratshausen (Lkr);62 bis unter 63;1636;800;836
09173;      Bad Tölz-Wolfratshausen (Lkr);63 bis unter 64;1381;677;704
09173;      Bad Tölz-Wolfratshausen (Lkr);64 bis unter 65;1420;700;720
09173;      Bad Tölz-Wolfratshausen (Lkr);65 bis unter 66;1417;658;759
09173;      Bad Tölz-Wolfratshausen (Lkr);66 bis unter 67;1379;651;728
09173;      Bad Tölz-Wolfratshausen (Lkr);67 bis unter 68;1316;627;689
09173;      Bad Tölz-Wolfratshausen (Lkr);68 bis unter 69;1329;611;718
09173;      Bad Tölz-Wolfratshausen (Lkr);69 bis unter 70;1399;622;777
09173;      Bad Tölz-Wolfratshausen (Lkr);70 bis unter 71;1225;579;646
09173;      Bad Tölz-Wolfratshausen (Lkr);71 bis unter 72;1271;623;648
09173;      Bad Tölz-Wolfratshausen (Lkr);72 bis unter 73;1092;490;602
09173;      Bad Tölz-Wolfratshausen (Lkr);73 bis unter 74;952;441;511
09173;      Bad Tölz-Wolfratshausen (Lkr);74 bis unter 75;1197;573;624
09173;      Bad Tölz-Wolfratshausen (Lkr);75 bis unter 76;1250;584;666
09173;      Bad Tölz-Wolfratshausen (Lkr);76 bis unter 77;1237;572;665
09173;      Bad Tölz-Wolfratshausen (Lkr);77 bis unter 78;1355;602;753
09173;      Bad Tölz-Wolfratshausen (Lkr);78 bis unter 79;1414;642;772
09173;      Bad Tölz-Wolfratshausen (Lkr);79 bis unter 80;1351;615;736
09173;      Bad Tölz-Wolfratshausen (Lkr);80 bis unter 81;1120;490;630
09173;      Bad Tölz-Wolfratshausen (Lkr);81 bis unter 82;991;420;571
09173;      Bad Tölz-Wolfratshausen (Lkr);82 bis unter 83;886;392;494
09173;      Bad Tölz-Wolfratshausen (Lkr);83 bis unter 84;801;334;467
09173;      Bad Tölz-Wolfratshausen (Lkr);84 bis unter 85;670;277;393
09173;      Bad Tölz-Wolfratshausen (Lkr);85 bis unter 90;2222;859;1363
09173;      Bad Tölz-Wolfratshausen (Lkr);90 bis unter 95;987;313;674
09173;      Bad Tölz-Wolfratshausen (Lkr);95 oder älter;284;55;229
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;127227;62731;64496
09174;      Dachau (Lkr);unter 1;1629;832;797
09174;      Dachau (Lkr);1 bis unter 2;1592;815;777
09174;      Dachau (Lkr);2 bis unter 3;1615;841;774
09174;      Dachau (Lkr);3 bis unter 4;1526;755;771
09174;      Dachau (Lkr);4 bis unter 5;1511;820;691
09174;      Dachau (Lkr);5 bis unter 6;1536;807;729
09174;      Dachau (Lkr);6 bis unter 7;1488;799;689
09174;      Dachau (Lkr);7 bis unter 8;1497;770;727
09174;      Dachau (Lkr);8 bis unter 9;1514;768;746
09174;      Dachau (Lkr);9 bis unter 10;1359;655;704
09174;      Dachau (Lkr);10 bis unter 11;1479;744;735
09174;      Dachau (Lkr);11 bis unter 12;1524;797;727
09174;      Dachau (Lkr);12 bis unter 13;1447;749;698
09174;      Dachau (Lkr);13 bis unter 14;1408;711;697
09174;      Dachau (Lkr);14 bis unter 15;1524;751;773
09174;      Dachau (Lkr);15 bis unter 16;1457;765;692
09174;      Dachau (Lkr);16 bis unter 17;1486;732;754
09174;      Dachau (Lkr);17 bis unter 18;1560;825;735
09174;      Dachau (Lkr);18 bis unter 19;1503;817;686
09174;      Dachau (Lkr);19 bis unter 20;1570;847;723
09174;      Dachau (Lkr);20 bis unter 21;1784;974;810
09174;      Dachau (Lkr);21 bis unter 22;1786;991;795
09174;      Dachau (Lkr);22 bis unter 23;1779;949;830
09174;      Dachau (Lkr);23 bis unter 24;1783;953;830
09174;      Dachau (Lkr);24 bis unter 25;1724;925;799
09174;      Dachau (Lkr);25 bis unter 26;1826;956;870
09174;      Dachau (Lkr);26 bis unter 27;1868;973;895
09174;      Dachau (Lkr);27 bis unter 28;1824;1006;818
09174;      Dachau (Lkr);28 bis unter 29;1999;1067;932
09174;      Dachau (Lkr);29 bis unter 30;1917;990;927
09174;      Dachau (Lkr);30 bis unter 31;2104;1090;1014
09174;      Dachau (Lkr);31 bis unter 32;1987;1008;979
09174;      Dachau (Lkr);32 bis unter 33;2039;1057;982
09174;      Dachau (Lkr);33 bis unter 34;2056;1044;1012
09174;      Dachau (Lkr);34 bis unter 35;2065;1036;1029
09174;      Dachau (Lkr);35 bis unter 36;2008;1013;995
09174;      Dachau (Lkr);36 bis unter 37;2233;1144;1089
09174;      Dachau (Lkr);37 bis unter 38;2215;1126;1089
09174;      Dachau (Lkr);38 bis unter 39;2256;1150;1106
09174;      Dachau (Lkr);39 bis unter 40;2155;1097;1058
09174;      Dachau (Lkr);40 bis unter 41;2153;1074;1079
09174;      Dachau (Lkr);41 bis unter 42;2133;1084;1049
09174;      Dachau (Lkr);42 bis unter 43;2058;1031;1027
09174;      Dachau (Lkr);43 bis unter 44;2002;999;1003
09174;      Dachau (Lkr);44 bis unter 45;1975;993;982
09174;      Dachau (Lkr);45 bis unter 46;1926;949;977
09174;      Dachau (Lkr);46 bis unter 47;2119;1099;1020
09174;      Dachau (Lkr);47 bis unter 48;2291;1174;1117
09174;      Dachau (Lkr);48 bis unter 49;2325;1187;1138
09174;      Dachau (Lkr);49 bis unter 50;2535;1281;1254
09174;      Dachau (Lkr);50 bis unter 51;2673;1371;1302
09174;      Dachau (Lkr);51 bis unter 52;2777;1362;1415
09174;      Dachau (Lkr);52 bis unter 53;2743;1397;1346
09174;      Dachau (Lkr);53 bis unter 54;2586;1321;1265
09174;      Dachau (Lkr);54 bis unter 55;2690;1386;1304
09174;      Dachau (Lkr);55 bis unter 56;2588;1303;1285
09174;      Dachau (Lkr);56 bis unter 57;2409;1229;1180
09174;      Dachau (Lkr);57 bis unter 58;2412;1213;1199
09174;      Dachau (Lkr);58 bis unter 59;2250;1132;1118
09174;      Dachau (Lkr);59 bis unter 60;2128;1106;1022
09174;      Dachau (Lkr);60 bis unter 61;2058;1050;1008
09174;      Dachau (Lkr);61 bis unter 62;1901;934;967
09174;      Dachau (Lkr);62 bis unter 63;1827;936;891
09174;      Dachau (Lkr);63 bis unter 64;1686;875;811
09174;      Dachau (Lkr);64 bis unter 65;1616;793;823
09174;      Dachau (Lkr);65 bis unter 66;1536;737;799
09174;      Dachau (Lkr);66 bis unter 67;1505;709;796
09174;      Dachau (Lkr);67 bis unter 68;1443;672;771
09174;      Dachau (Lkr);68 bis unter 69;1500;720;780
09174;      Dachau (Lkr);69 bis unter 70;1416;644;772
