code;name;nationality;agegroup;population_total;population_m;population_f
09178;      Freising (Lkr);Deutsche;18 bis unter 25;12611;6522;6089
09178;      Freising (Lkr);Deutsche;25 bis unter 30;9365;4934;4431
09178;      Freising (Lkr);Deutsche;30 bis unter 40;18352;9200;9152
09178;      Freising (Lkr);Deutsche;40 bis unter 50;19207;9785;9422
09178;      Freising (Lkr);Deutsche;50 bis unter 65;34361;17455;16906
09178;      Freising (Lkr);Deutsche;65 oder älter;26490;11938;14552
09178;      Freising (Lkr);Deutsche;Insgesamt;148125;74106;74019
09178;      Freising (Lkr);Ausländer;unter 6;1503;791;712
09178;      Freising (Lkr);Ausländer;6 bis unter 15;1613;859;754
09178;      Freising (Lkr);Ausländer;15 bis unter 18;513;269;244
09178;      Freising (Lkr);Ausländer;18 bis unter 25;3525;2073;1452
09178;      Freising (Lkr);Ausländer;25 bis unter 30;3907;2207;1700
09178;      Freising (Lkr);Ausländer;30 bis unter 40;7246;4095;3151
09178;      Freising (Lkr);Ausländer;40 bis unter 50;6230;3477;2753
09178;      Freising (Lkr);Ausländer;50 bis unter 65;4707;2678;2029
09178;      Freising (Lkr);Ausländer;65 oder älter;1747;838;909
09178;      Freising (Lkr);Ausländer;Insgesamt;30991;17287;13704
09179;      Fürstenfeldbruck (Lkr);Insgesamt;unter 6;13117;6669;6448
09179;      Fürstenfeldbruck (Lkr);Insgesamt;6 bis unter 15;19055;9769;9286
09179;      Fürstenfeldbruck (Lkr);Insgesamt;15 bis unter 18;6348;3171;3177
09179;      Fürstenfeldbruck (Lkr);Insgesamt;18 bis unter 25;16508;8825;7683
09179;      Fürstenfeldbruck (Lkr);Insgesamt;25 bis unter 30;12512;6533;5979
09179;      Fürstenfeldbruck (Lkr);Insgesamt;30 bis unter 40;27189;13622;13567
09179;      Fürstenfeldbruck (Lkr);Insgesamt;40 bis unter 50;29827;14889;14938
09179;      Fürstenfeldbruck (Lkr);Insgesamt;50 bis unter 65;47526;23493;24033
09179;      Fürstenfeldbruck (Lkr);Insgesamt;65 oder älter;47238;20715;26523
09179;      Fürstenfeldbruck (Lkr);Insgesamt;Insgesamt;219320;107686;111634
09179;      Fürstenfeldbruck (Lkr);Deutsche;unter 6;11355;5719;5636
09179;      Fürstenfeldbruck (Lkr);Deutsche;6 bis unter 15;16929;8660;8269
09179;      Fürstenfeldbruck (Lkr);Deutsche;15 bis unter 18;5693;2840;2853
09179;      Fürstenfeldbruck (Lkr);Deutsche;18 bis unter 25;12971;6841;6130
09179;      Fürstenfeldbruck (Lkr);Deutsche;25 bis unter 30;8934;4561;4373
09179;      Fürstenfeldbruck (Lkr);Deutsche;30 bis unter 40;19824;9718;10106
09179;      Fürstenfeldbruck (Lkr);Deutsche;40 bis unter 50;23578;11634;11944
09179;      Fürstenfeldbruck (Lkr);Deutsche;50 bis unter 65;42574;20939;21635
09179;      Fürstenfeldbruck (Lkr);Deutsche;65 oder älter;44457;19341;25116
09179;      Fürstenfeldbruck (Lkr);Deutsche;Insgesamt;186315;90253;96062
09179;      Fürstenfeldbruck (Lkr);Ausländer;unter 6;1762;950;812
09179;      Fürstenfeldbruck (Lkr);Ausländer;6 bis unter 15;2126;1109;1017
09179;      Fürstenfeldbruck (Lkr);Ausländer;15 bis unter 18;655;331;324
09179;      Fürstenfeldbruck (Lkr);Ausländer;18 bis unter 25;3537;1984;1553
09179;      Fürstenfeldbruck (Lkr);Ausländer;25 bis unter 30;3578;1972;1606
09179;      Fürstenfeldbruck (Lkr);Ausländer;30 bis unter 40;7365;3904;3461
09179;      Fürstenfeldbruck (Lkr);Ausländer;40 bis unter 50;6249;3255;2994
09179;      Fürstenfeldbruck (Lkr);Ausländer;50 bis unter 65;4952;2554;2398
09179;      Fürstenfeldbruck (Lkr);Ausländer;65 oder älter;2781;1374;1407
09179;      Fürstenfeldbruck (Lkr);Ausländer;Insgesamt;33005;17433;15572
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;unter 6;4703;2419;2284
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;6 bis unter 15;6421;3334;3087
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;15 bis unter 18;2339;1211;1128
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;18 bis unter 25;6729;3621;3108
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;25 bis unter 30;5121;2722;2399
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;30 bis unter 40;9899;4958;4941
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;40 bis unter 50;10705;5253;5452
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;50 bis unter 65;20377;9842;10535
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;65 oder älter;22173;9609;12564
09180;      Garmisch-Partenkirchen (Lkr);Insgesamt;Insgesamt;88467;42969;45498
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;unter 6;4000;2030;1970
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;6 bis unter 15;5728;2986;2742
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;15 bis unter 18;2086;1060;1026
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;18 bis unter 25;5542;2926;2616
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;25 bis unter 30;3967;2099;1868
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;30 bis unter 40;7640;3704;3936
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;40 bis unter 50;8626;4140;4486
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;50 bis unter 65;18216;8768;9448
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;65 oder älter;20979;9023;11956
09180;      Garmisch-Partenkirchen (Lkr);Deutsche;Insgesamt;76784;36736;40048
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;unter 6;703;389;314
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;6 bis unter 15;693;348;345
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;15 bis unter 18;253;151;102
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;18 bis unter 25;1187;695;492
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;25 bis unter 30;1154;623;531
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;30 bis unter 40;2259;1254;1005
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;40 bis unter 50;2079;1113;966
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;50 bis unter 65;2161;1074;1087
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;65 oder älter;1194;586;608
09180;      Garmisch-Partenkirchen (Lkr);Ausländer;Insgesamt;11683;6233;5450
09181;      Landsberg am Lech (Lkr);Insgesamt;unter 6;6800;3439;3361
09181;      Landsberg am Lech (Lkr);Insgesamt;6 bis unter 15;10457;5359;5098
09181;      Landsberg am Lech (Lkr);Insgesamt;15 bis unter 18;3820;1929;1891
09181;      Landsberg am Lech (Lkr);Insgesamt;18 bis unter 25;9658;5311;4347
09181;      Landsberg am Lech (Lkr);Insgesamt;25 bis unter 30;6669;3646;3023
09181;      Landsberg am Lech (Lkr);Insgesamt;30 bis unter 40;14043;7266;6777
09181;      Landsberg am Lech (Lkr);Insgesamt;40 bis unter 50;15919;7907;8012
09181;      Landsberg am Lech (Lkr);Insgesamt;50 bis unter 65;28744;14308;14436
09181;      Landsberg am Lech (Lkr);Insgesamt;65 oder älter;23961;10912;13049
09181;      Landsberg am Lech (Lkr);Insgesamt;Insgesamt;120071;60077;59994
09181;      Landsberg am Lech (Lkr);Deutsche;unter 6;6312;3177;3135
09181;      Landsberg am Lech (Lkr);Deutsche;6 bis unter 15;9845;5027;4818
09181;      Landsberg am Lech (Lkr);Deutsche;15 bis unter 18;3598;1813;1785
09181;      Landsberg am Lech (Lkr);Deutsche;18 bis unter 25;8436;4476;3960
09181;      Landsberg am Lech (Lkr);Deutsche;25 bis unter 30;5492;2856;2636
09181;      Landsberg am Lech (Lkr);Deutsche;30 bis unter 40;11786;5971;5815
09181;      Landsberg am Lech (Lkr);Deutsche;40 bis unter 50;14002;6869;7133
09181;      Landsberg am Lech (Lkr);Deutsche;50 bis unter 65;27023;13410;13613
09181;      Landsberg am Lech (Lkr);Deutsche;65 oder älter;23083;10505;12578
09181;      Landsberg am Lech (Lkr);Deutsche;Insgesamt;109577;54104;55473
09181;      Landsberg am Lech (Lkr);Ausländer;unter 6;488;262;226
09181;      Landsberg am Lech (Lkr);Ausländer;6 bis unter 15;612;332;280
09181;      Landsberg am Lech (Lkr);Ausländer;15 bis unter 18;222;116;106
09181;      Landsberg am Lech (Lkr);Ausländer;18 bis unter 25;1222;835;387
09181;      Landsberg am Lech (Lkr);Ausländer;25 bis unter 30;1177;790;387
09181;      Landsberg am Lech (Lkr);Ausländer;30 bis unter 40;2257;1295;962
09181;      Landsberg am Lech (Lkr);Ausländer;40 bis unter 50;1917;1038;879
09181;      Landsberg am Lech (Lkr);Ausländer;50 bis unter 65;1721;898;823
09181;      Landsberg am Lech (Lkr);Ausländer;65 oder älter;878;407;471
09181;      Landsberg am Lech (Lkr);Ausländer;Insgesamt;10494;5973;4521
09182;      Miesbach (Lkr);Insgesamt;unter 6;5524;2847;2677
09182;      Miesbach (Lkr);Insgesamt;6 bis unter 15;8101;4164;3937
09182;      Miesbach (Lkr);Insgesamt;15 bis unter 18;2799;1438;1361
09182;      Miesbach (Lkr);Insgesamt;18 bis unter 25;7252;3943;3309
09182;      Miesbach (Lkr);Insgesamt;25 bis unter 30;5549;2919;2630
09182;      Miesbach (Lkr);Insgesamt;30 bis unter 40;11599;5813;5786
09182;      Miesbach (Lkr);Insgesamt;40 bis unter 50;13136;6441;6695
09182;      Miesbach (Lkr);Insgesamt;50 bis unter 65;23214;11471;11743
09182;      Miesbach (Lkr);Insgesamt;65 oder älter;22552;9834;12718
09182;      Miesbach (Lkr);Insgesamt;Insgesamt;99726;48870;50856
09182;      Miesbach (Lkr);Deutsche;unter 6;4936;2553;2383
09182;      Miesbach (Lkr);Deutsche;6 bis unter 15;7433;3837;3596
09182;      Miesbach (Lkr);Deutsche;15 bis unter 18;2598;1332;1266
09182;      Miesbach (Lkr);Deutsche;18 bis unter 25;6079;3251;2828
09182;      Miesbach (Lkr);Deutsche;25 bis unter 30;4295;2197;2098
09182;      Miesbach (Lkr);Deutsche;30 bis unter 40;8957;4396;4561
09182;      Miesbach (Lkr);Deutsche;40 bis unter 50;10675;5164;5511
09182;      Miesbach (Lkr);Deutsche;50 bis unter 65;20942;10292;10650
09182;      Miesbach (Lkr);Deutsche;65 oder älter;21427;9265;12162
09182;      Miesbach (Lkr);Deutsche;Insgesamt;87342;42287;45055
09182;      Miesbach (Lkr);Ausländer;unter 6;588;294;294
09182;      Miesbach (Lkr);Ausländer;6 bis unter 15;668;327;341
09182;      Miesbach (Lkr);Ausländer;15 bis unter 18;201;106;95
09182;      Miesbach (Lkr);Ausländer;18 bis unter 25;1173;692;481
09182;      Miesbach (Lkr);Ausländer;25 bis unter 30;1254;722;532
09182;      Miesbach (Lkr);Ausländer;30 bis unter 40;2642;1417;1225
09182;      Miesbach (Lkr);Ausländer;40 bis unter 50;2461;1277;1184
09182;      Miesbach (Lkr);Ausländer;50 bis unter 65;2272;1179;1093
09182;      Miesbach (Lkr);Ausländer;65 oder älter;1125;569;556
09182;      Miesbach (Lkr);Ausländer;Insgesamt;12384;6583;5801
09183;      Mühldorf a.Inn (Lkr);Insgesamt;unter 6;6741;3556;3185
09183;      Mühldorf a.Inn (Lkr);Insgesamt;6 bis unter 15;9518;4913;4605
09183;      Mühldorf a.Inn (Lkr);Insgesamt;15 bis unter 18;3406;1723;1683
09183;      Mühldorf a.Inn (Lkr);Insgesamt;18 bis unter 25;9312;5000;4312
09183;      Mühldorf a.Inn (Lkr);Insgesamt;25 bis unter 30;7312;3971;3341
09183;      Mühldorf a.Inn (Lkr);Insgesamt;30 bis unter 40;14109;7515;6594
09183;      Mühldorf a.Inn (Lkr);Insgesamt;40 bis unter 50;15258;7866;7392
09183;      Mühldorf a.Inn (Lkr);Insgesamt;50 bis unter 65;26673;13599;13074
09183;      Mühldorf a.Inn (Lkr);Insgesamt;65 oder älter;22921;10217;12704
09183;      Mühldorf a.Inn (Lkr);Insgesamt;Insgesamt;115250;58360;56890
09183;      Mühldorf a.Inn (Lkr);Deutsche;unter 6;5927;3149;2778
09183;      Mühldorf a.Inn (Lkr);Deutsche;6 bis unter 15;8606;4444;4162
09183;      Mühldorf a.Inn (Lkr);Deutsche;15 bis unter 18;3104;1581;1523
09183;      Mühldorf a.Inn (Lkr);Deutsche;18 bis unter 25;7696;3958;3738
09183;      Mühldorf a.Inn (Lkr);Deutsche;25 bis unter 30;5773;3010;2763
09183;      Mühldorf a.Inn (Lkr);Deutsche;30 bis unter 40;11159;5821;5338
09183;      Mühldorf a.Inn (Lkr);Deutsche;40 bis unter 50;12450;6229;6221
09183;      Mühldorf a.Inn (Lkr);Deutsche;50 bis unter 65;24586;12449;12137
09183;      Mühldorf a.Inn (Lkr);Deutsche;65 oder älter;22086;9829;12257
09183;      Mühldorf a.Inn (Lkr);Deutsche;Insgesamt;101387;50470;50917
09183;      Mühldorf a.Inn (Lkr);Ausländer;unter 6;814;407;407
09183;      Mühldorf a.Inn (Lkr);Ausländer;6 bis unter 15;912;469;443
09183;      Mühldorf a.Inn (Lkr);Ausländer;15 bis unter 18;302;142;160
09183;      Mühldorf a.Inn (Lkr);Ausländer;18 bis unter 25;1616;1042;574
09183;      Mühldorf a.Inn (Lkr);Ausländer;25 bis unter 30;1539;961;578
09183;      Mühldorf a.Inn (Lkr);Ausländer;30 bis unter 40;2950;1694;1256
09183;      Mühldorf a.Inn (Lkr);Ausländer;40 bis unter 50;2808;1637;1171
09183;      Mühldorf a.Inn (Lkr);Ausländer;50 bis unter 65;2087;1150;937
09183;      Mühldorf a.Inn (Lkr);Ausländer;65 oder älter;835;388;447
09183;      Mühldorf a.Inn (Lkr);Ausländer;Insgesamt;13863;7890;5973
09184;      München (Lkr);Insgesamt;unter 6;20772;10603;10169
09184;      München (Lkr);Insgesamt;6 bis unter 15;32452;16723;15729
09184;      München (Lkr);Insgesamt;15 bis unter 18;10106;5255;4851
09184;      München (Lkr);Insgesamt;18 bis unter 25;27485;15223;12262
09184;      München (Lkr);Insgesamt;25 bis unter 30;20159;10778;9381
09184;      München (Lkr);Insgesamt;30 bis unter 40;43978;22157;21821
09184;      München (Lkr);Insgesamt;40 bis unter 50;49325;24488;24837
09184;      München (Lkr);Insgesamt;50 bis unter 65;73272;36751;36521
09184;      München (Lkr);Insgesamt;65 oder älter;71322;31623;39699
09184;      München (Lkr);Insgesamt;Insgesamt;348871;173601;175270
09184;      München (Lkr);Deutsche;unter 6;17982;9164;8818
09184;      München (Lkr);Deutsche;6 bis unter 15;28846;14900;13946
09184;      München (Lkr);Deutsche;15 bis unter 18;9013;4689;4324
09184;      München (Lkr);Deutsche;18 bis unter 25;21114;11441;9673
09184;      München (Lkr);Deutsche;25 bis unter 30;13668;7181;6487
09184;      München (Lkr);Deutsche;30 bis unter 40;30340;14813;15527
09184;      München (Lkr);Deutsche;40 bis unter 50;37340;18353;18987
09184;      München (Lkr);Deutsche;50 bis unter 65;63510;31671;31839
09184;      München (Lkr);Deutsche;65 oder älter;65779;28865;36914
09184;      München (Lkr);Deutsche;Insgesamt;287592;141077;146515
09184;      München (Lkr);Ausländer;unter 6;2790;1439;1351
09184;      München (Lkr);Ausländer;6 bis unter 15;3606;1823;1783
09184;      München (Lkr);Ausländer;15 bis unter 18;1093;566;527
09184;      München (Lkr);Ausländer;18 bis unter 25;6371;3782;2589
09184;      München (Lkr);Ausländer;25 bis unter 30;6491;3597;2894
09184;      München (Lkr);Ausländer;30 bis unter 40;13638;7344;6294
09184;      München (Lkr);Ausländer;40 bis unter 50;11985;6135;5850
09184;      München (Lkr);Ausländer;50 bis unter 65;9762;5080;4682
09184;      München (Lkr);Ausländer;65 oder älter;5543;2758;2785
09184;      München (Lkr);Ausländer;Insgesamt;61279;32524;28755
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;unter 6;5896;2972;2924
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;6 bis unter 15;8199;4228;3971
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;15 bis unter 18;3000;1530;1470
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;18 bis unter 25;7606;4090;3516
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;25 bis unter 30;5843;3101;2742
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;30 bis unter 40;12583;6479;6104
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;40 bis unter 50;12893;6696;6197
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;50 bis unter 65;22268;11297;10971
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;65 oder älter;18392;8286;10106
09185;      Neuburg-Schrobenhausen (Lkr);Insgesamt;Insgesamt;96680;48679;48001
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;unter 6;5219;2635;2584
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;6 bis unter 15;7400;3785;3615
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;15 bis unter 18;2745;1387;1358
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;18 bis unter 25;6531;3415;3116
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;25 bis unter 30;4807;2517;2290
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;30 bis unter 40;10380;5243;5137
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;40 bis unter 50;10876;5495;5381
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;50 bis unter 65;20883;10500;10383
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;65 oder älter;17853;8028;9825
09185;      Neuburg-Schrobenhausen (Lkr);Deutsche;Insgesamt;86694;43005;43689
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;unter 6;677;337;340
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;6 bis unter 15;799;443;356
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;15 bis unter 18;255;143;112
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;18 bis unter 25;1075;675;400
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;25 bis unter 30;1036;584;452
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;30 bis unter 40;2203;1236;967
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;40 bis unter 50;2017;1201;816
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;50 bis unter 65;1385;797;588
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;65 oder älter;539;258;281
09185;      Neuburg-Schrobenhausen (Lkr);Ausländer;Insgesamt;9986;5674;4312
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;unter 6;7859;4007;3852
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;6 bis unter 15;10713;5475;5238
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;15 bis unter 18;3668;1869;1799
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;18 bis unter 25;9774;5252;4522
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;25 bis unter 30;7990;4333;3657
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;30 bis unter 40;17586;9142;8444
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;40 bis unter 50;17059;8972;8087
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;50 bis unter 65;29415;15055;14360
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;65 oder älter;23087;10534;12553
09186;      Pfaffenhofen a.d.Ilm (Lkr);Insgesamt;Insgesamt;127151;64639;62512
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;unter 6;7109;3621;3488
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;6 bis unter 15;9737;4987;4750
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;15 bis unter 18;3407;1726;1681
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;18 bis unter 25;8220;4265;3955
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;25 bis unter 30;6392;3304;3088
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;30 bis unter 40;14244;7214;7030
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;40 bis unter 50;14235;7296;6939
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;50 bis unter 65;27255;13801;13454
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;65 oder älter;22328;10185;12143
09186;      Pfaffenhofen a.d.Ilm (Lkr);Deutsche;Insgesamt;112927;56399;56528
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;unter 6;750;386;364
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;6 bis unter 15;976;488;488
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;15 bis unter 18;261;143;118
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;18 bis unter 25;1554;987;567
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;25 bis unter 30;1598;1029;569
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;30 bis unter 40;3342;1928;1414
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;40 bis unter 50;2824;1676;1148
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;50 bis unter 65;2160;1254;906
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;65 oder älter;759;349;410
09186;      Pfaffenhofen a.d.Ilm (Lkr);Ausländer;Insgesamt;14224;8240;5984
09187;      Rosenheim (Lkr);Insgesamt;unter 6;14752;7546;7206
09187;      Rosenheim (Lkr);Insgesamt;6 bis unter 15;21798;11294;10504
09187;      Rosenheim (Lkr);Insgesamt;15 bis unter 18;7997;4148;3849
09187;      Rosenheim (Lkr);Insgesamt;18 bis unter 25;20038;10855;9183
09187;      Rosenheim (Lkr);Insgesamt;25 bis unter 30;15141;7971;7170
09187;      Rosenheim (Lkr);Insgesamt;30 bis unter 40;30988;15891;15097
09187;      Rosenheim (Lkr);Insgesamt;40 bis unter 50;33806;16661;17145
09187;      Rosenheim (Lkr);Insgesamt;50 bis unter 65;60910;29985;30925
09187;      Rosenheim (Lkr);Insgesamt;65 oder älter;55553;24902;30651
09187;      Rosenheim (Lkr);Insgesamt;Insgesamt;260983;129253;131730
